ID	Fwy	Dir	District	County	City	State_PM	Abs_PM	Latitude	Longitude	Length	Type	Lanes	Name	User_ID_1	User_ID_2	User_ID_3	User_ID_4
1100486	8	W	11	73		21.751	23.708	32.844154	-116.882891		FR	2	Los Coches Rd to 8 WB	1			
1100491	8	W	11	73		23.71	25.667	32.853586	-116.852901		FR	2	Lake Jennings Pk Rd NB to 8 WB	1			
1100498	15	N	11	73	66000	13.266	13.523	32.879656	-117.107917		FR	1	Miramar Way to 15 NB	1			
1100504	15	N	11	73	66000	15.92	16.177	32.916739	-117.115853		FR	2	Mira Mesa Blvd EB to 15 NB	1			
1100524	15	N	11	73	66000	26.012	26.269	33.055625	-117.071373		FR	2	Pomerado/W Bernardo to 15 NB	1			
1100530	15	N	11	73	66000	6.96	7.141	32.790215	-117.112989		FR	2	Friars Rd to 15 NB	1			
1100533	15	N	11	73	66000	9.175	9.356	32.82201	-117.116084		FR	2	Balboa Ave EB to 15 NB	1			
1100534	15	N	11	73	66000	9.175	9.356	32.82201	-117.116084		FR	1	Balboa Ave EB to 15 NB	1			
1100538	15	N	11	73	66000	9.962	10.143	32.83321	-117.118594		FR	2	Clairemont Mesa Blvd to 15 NB	1			
1100542	15	S	11	73	66000	14.991	15.238	32.903245	-117.11663		FR	2	Carroll Canyon Rd to 15 SB	1			
1100549	15	S	11	73	66000	14.355	14.602	32.894074	-117.115717		FR	2	Pomerado Rd to 15 SB	1			
1100553	15	S	11	73	66000	15.963	16.21	32.91743	-117.116154		FR	2	Mira Mesa Blvd WB to 15 SB	1			
1100560	15	S	11	73	66000	18.245	18.492	32.949064	-117.105522		FR	2	Poway Rd to 15 SB	1			
1100568	15	S	11	73	66000	21.825	22.072	32.996563	-117.083689		FR	2	Camino del Norte to 15 SB	1			
1100571	15	S	11	73	66000	22.935	23.182	33.011996	-117.080026		FR	2	Bernardo Center Dr to 15 SB	1			
1100575	15	S	11	73	66000	23.757	24.004	33.02388	-117.079		FR	2	Rho Bernardo Rd WB to 15 SB	1			
1100578	15	S	11	73	66000	25.937	26.184	33.054691	-117.072164		FR	2	Pomerado/W Bernardo Dr to 15 SB	1			
1100592	15	S	11	73	66000	9.195	9.366	32.822256	-117.116572		FR	2	Balboa Ave WB to 15 SB	1			
1100595	15	S	11	73	66000	9.951	10.122	32.832989	-117.118962		FR	2	Clairemont Mesa Blvd to 15 SB	1			
1100598	15	S	11	73		28.677	28.924	33.091087	-117.081422		FR	2	Felicita/Citracado Pkwy to 15 SB	1			
1100601	15	S	11	73		29.969	30.216	33.106471	-117.093917		FR	2	Auto Parkway/9th Ave to 15 SB	1			
1100604	15	S	11	73	22804	30.697	30.944	33.116002	-117.099486		FR	2	Valley Parkway to 15 SB	1			
1100607	15	S	11	73		32.733	32.98	33.144552	-117.104757		FR	2	El Norte Pkwy to 15 SB	1			
1100681	78	W	11	73	68196	15.463	15.459	33.132346	-117.121752		FR	2	Nordahl Rd to 78 WB	1			
1100697	94	E	11	73	66000	5.16	3.744	32.71801	-117.08462		FR	1	Euclid Ave to 94 EB	1			
1100703	94	E	11	73	41124	8.36	6.944	32.744705	-117.041718		FR	2	Massachusetts Ave to 94 EB	1			
1100706	94	E	11	73	41124	9.01	7.594	32.74629	-117.030852		FR	2	Lemon Grove Ave to 94 EB	1			
1100711	94	W	11	73	66000	2.231	.815	32.713316	-117.134211		FR	1	28th ST to 94 WB	1			
1100714	94	W	11	73	66000	2.611	1.195	32.714165	-117.128065		FR	1	32nd St to 94 WB	1			
1100729	94	W	11	73	66000	5.156	3.74	32.717955	-117.087127		FR	1	Euclid Ave NB/SB to 94 WB	1			
1100732	94	W	11	73	66000	5.614	4.198	32.720663	-117.080357		FR	1	Kelton Rd to 94 WB	1			
1100737	94	W	11	73	66000	7.24	5.824	32.734694	-117.057992		FR	1	College Grove Way to 94 WB	1			
1100741	94	W	11	73	41124	7.75	6.334	32.740805	-117.052292		FR	2	Broadway/College to 94 WB	1			
1100745	94	W	11	73	41124	8.142	6.726	32.74454	-117.047105		FR	1	Massachusetts Ave to 94 WB	1			
1100750	94	W	11	73	41124	8.87	7.454	32.745268	-117.035279		FR	1	Lemon Grove Ave to 94 WB	1			
1100757	125	N	11	73	40004	14.91	16.661	32.770443	-117.001789		FR	2	Campo Rd to 125 NB	1			
1100776	163	N	11	73	66000	8.746	8.195	32.831466	-117.141296		FR	2	Clairemont Mesa Blvd EB to 163 N	1			
1100781	163	N	11	73	66000	10.81	10.259	32.854676	-117.119401		FR	1	Kearny Villa Rd to 163 NB	1			
1100787	163	S	11	73	66000	7.833	7.235	32.8195	-117.148074		FR	2	Mercury/Armour to 163 SB	1			
1100796	163	S	11	73	66000	8.049	7.451	32.82234	-117.146531		FR	1	Balboa Ave/Mercury to 163 SB	1			
1100802	805	N	11	73	50398	10.36	10.211	32.67811	-117.084893		FR	2	Plaza Blvd to 805 NB (BOS)	1			
1100805	805	N	11	73	66000	11.438	11.289	32.6911	-117.09462		FR	2	43rd St to 805 NB (BOS)	1			
1100810	805	N	11	73	66000	12.35	12.201	32.704271	-117.094872		FR	2	Imperial Ave to 805 NB (BOS)	1			
1100813	805	N	11	73	66000	13.208	13.059	32.714775	-117.102476		FR	2	Market St to 805 NB	1			
1100839	805	N	11	73	66000	24.534	24.385	32.858916	-117.184886		FR	1	Governor Dr to 805 NB	1			
1100850	805	S	11	73	66000	18.555	18.406	32.782519	-117.140901		FR	2	Murray Ridge Rd to 805 SB	1			
1100860	805	S	11	73	66000	22.675	22.526	32.834806	-117.170551		FR	1	Clairemont Mesa Blvd EB to 805 S	1			
1100863	805	S	11	73	66000	22.655	22.506	32.834544	-117.170401		FR	1	Clairemont Mesa Blvd WB to 805 S	1			
1100865	805	S	11	73	66000	24.434	24.285	32.857504	-117.184358		FR	2	Governor Dr to 805 SB	1			
1100868	805	S	11	73	66000	25.939	25.79	32.875201	-117.199467		FR	1	Miramar Rd to 805 SB	1			
1107608	15	N	11	73	66000	23	23.257	33.012916	-117.07952		FR	2	Bernardo Center Dr to 15 NB	1			
1107611	15	N	11	73	66000	23.688	23.945	33.022848	-117.078618		FR	2	Rho Bernardo Rd EB to 15 NB	1			
1108285	94	W	11	73	66000	2.231	.815	32.713316	-117.134211	.37	ML	4	28th ST to 94 WB	1			
1108286	94	W	11	73	66000	2.231	.815	32.713316	-117.134211		OR	1	28th ST to 94 WB	1			
1108287	94	W	11	73	66000	2.611	1.195	32.714165	-117.128065	.465	ML	4	32nd St to 94 WB	1			
1108288	94	W	11	73	66000	2.611	1.195	32.714165	-117.128065		OR	1	32nd St to 94 WB	1			
1108289	94	W	11	73	66000	3.161	1.745	32.716818	-117.11945	.324	ML	4	15 SB 94 WB	1			
1108290	94	W	11	73	66000	3.161	1.745	32.716818	-117.11945		OR	2	15 SB 94 WB	1			
1108291	94	W	11	73	66000	3.259	1.843	32.717131	-117.117878	.194	ML	5	15 NB to 94 WB	1			
1108292	94	W	11	73	66000	3.259	1.843	32.717131	-117.117878		OR	1	15 NB to 94 WB	1			
1108293	94	W	11	73	66000	3.55	2.134	32.717909	-117.113171	.359	ML	4	Home Ave to 94 WB	1			
1108294	94	W	11	73	66000	3.55	2.134	32.717909	-117.113171		OR	1	Home Ave to 94 WB	1			
1108295	94	W	11	73	66000	3.979	2.563	32.718504	-117.106189	.64	ML	4	805 NB to 94 WB (BOS)	1			
1108296	94	W	11	73	66000	3.979	2.563	32.718504	-117.106189		OR	2	805 NB to 94 WB (BOS)	1			
1108297	94	W	11	73	66000	4.831	3.415	32.718104	-117.092449	.589	ML	5	49th St to 94 WB	1			
1108299	125	N	11	73	40004	15.11	16.861	32.773305	-117.002204	.725	ML	3	Grossmont Blvd to 125 NB	1			
1108300	125	N	11	73	40004	15.11	16.861	32.773305	-117.002204		OR	1	Grossmont Blvd to 125 NB	1			
1108301	94	W	11	73	66000	5.156	3.74	32.717955	-117.087127		OR	1	Euclid Ave NB/SB to 94 WB	1			
1108302	94	W	11	73	66000	5.156	3.74	32.717955	-117.087127	.391	ML	4	Euclid Ave NB/SB to 94 WB	1			
1108303	94	W	11	73	66000	5.156	3.74	32.717955	-117.087127		OR	1	Euclid Ave NB/SB to 94 WB	1			
1108304	94	W	11	73	66000	5.614	4.198	32.720663	-117.080357	.522	ML	4	Kelton Rd to 94 WB	1			
1108305	94	W	11	73	66000	5.614	4.198	32.720663	-117.080357		OR	2	Kelton Rd to 94 WB	1			
1108306	94	W	11	73	66000	6.2	4.784	32.726416	-117.072661	.813	ML	4	Federal Blvd to 94 WB	1			
1108307	94	W	11	73	66000	6.2	4.784	32.726416	-117.072661		OR	1	Federal Blvd to 94 WB	1			
1108308	94	W	11	73	66000	7.24	5.824	32.734694	-117.057992	.775	ML	4	College Grove Way to 94 WB	1			
1108309	94	W	11	73	66000	7.24	5.824	32.734694	-117.057992		OR	2	College Grove Way to 94 WB	1			
1108310	94	W	11	73	41124	7.75	6.334	32.740805	-117.052292		OR	1	Broadway/College to 94 WB	1			
1108311	94	W	11	73	41124	7.75	6.334	32.740805	-117.052292	.451	ML	4	Broadway/College to 94 WB	1			
1108312	94	W	11	73	41124	7.75	6.334	32.740805	-117.052292		OR	1	Broadway/College to 94 WB	1			
1108313	94	W	11	73	41124	8.142	6.726	32.74454	-117.047105	.398	ML	4	Massachusetts Ave to 94 WB	1			
1108314	94	W	11	73	41124	8.142	6.726	32.74454	-117.047105		OR	2	Massachusetts Ave to 94 WB	1			
1108315	94	W	11	73	41124	8.546	7.13	32.744864	-117.040554	.364	ML	4	Waite Dr to 94 WB	1			
1108316	94	W	11	73	41124	8.546	7.13	32.744864	-117.040554		OR	1	Waite Dr to 94 WB	1			
1108317	94	W	11	73	41124	8.87	7.454	32.745268	-117.035279	.537	ML	4	Lemon Grove Ave to 94 WB	1			
1108318	94	W	11	73	41124	8.87	7.454	32.745268	-117.035279		OR	1	Lemon Grove Ave to 94 WB	1			
1108321	94	W	11	73	41124	10.113	8.593	32.748703	-117.017332		OR	3	new 94 WB to 94 WB	1			
1108323	125	S	11	73	40004	14.623	17.026	32.75507	-117.009849	1.334	ML	3	Lemon Ave to 125 SB	1			
1108324	125	S	11	73	40004	14.623	17.026	32.75507	-117.009849		OR	2	Lemon Ave to 125 SB	1			
1108325	125	S	11	73		0	1.825	32.588491	-116.966077		OR	1	Grossmont Blvd to 125 SB	1			
1108326	125	S	11	73	40004	15.133	17.536	32.760272	-117.003635	1.265	ML	3	8 EB to 125 SB	1			
1108327	125	S	11	73	40004	15.133	17.536	32.760272	-117.003635		OR	1	8 EB to 125 SB	1			
1108328	78	E	11	73	53322	4.422	4.418	33.188117	-117.278959	.418	ML	3	Emerald Dr to 78 EB	1			
1108329	78	E	11	73	53322	4.422	4.418	33.188117	-117.278959		OR	2	Emerald Dr to 78 EB	1			
1108330	8	W	11	73	21712	14.011	15.968	32.786541	-116.978664		OR	2	125 SB to 8 WB	1			
1108331	163	S	11	73	66000	2.699	2.101	32.749679	-117.155519	.104	ML	2	Washington St to 163 SB	1			
1108332	163	S	11	73	66000	2.699	2.101	32.749679	-117.155519		OR	2	Washington St to 163 SB	1			
1108333	8	W	11	73	66000	8.933	10.89	32.777676	-117.05636	.69	ML	2	Waring Rd to 8 WB	1			
1108334	8	W	11	73	66000	8.933	10.89	32.777676	-117.05636		OR	2	Waring Rd to 8 WB	1			
1108341	8	W	11	73	40004	12.351	14.308	32.77854	-117.002043	1.353	ML	4	Fletcher Pkwy to 8 WB	1			
1108342	8	W	11	73	40004	12.351	14.308	32.77854	-117.002043		OR	3	Fletcher Pkwy to 8 WB	1			
1108343	8	W	11	73	40004	12.834	14.791	32.779338	-116.993991	.529	ML	4	Spring St to 8 WB	1			
1108344	8	W	11	73	40004	12.834	14.791	32.779338	-116.993991		OR	2	Spring St to 8 WB	1			
1108345	8	W	11	73	21712	13.41	15.367	32.779483	-116.984331	.588	ML	5	Jackson Dr to 8 WB	1			
1108346	8	W	11	73	21712	13.41	15.367	32.779483	-116.984331		OR	2	Jackson Dr to 8 WB	1			
1108347	8	W	11	73	21712	14.714	16.671	32.796708	-116.977003	.445	ML	4	Severin Dr to 8 WB	1			
1108348	8	W	11	73	21712	14.714	16.671	32.796708	-116.977003		OR	2	Severin Dr to 8 WB	1			
1108350	8	W	11	73	21712	14.713	16.67	32.796694	-116.977006		OR	1	125 NB to 8 WB	1			
1108351	8	W	11	73	21712	15.41	17.367	32.803085	-116.969138	.58	ML	4	El Cajon Blvd/Chase Ave to 8 WB	1			
1108352	8	W	11	73	21712	15.41	17.367	32.803085	-116.969138		OR	3	El Cajon Blvd/Chase Ave to 8 WB	1			
1108353	8	W	11	73	21712	17.641	19.598	32.803156	-116.930874	.799	ML	4	West Main St to 8 WB	1			
1108354	8	W	11	73	21712	17.641	19.598	32.803156	-116.930874		OR	2	West Main St to 8 WB	1			
1108355	8	W	11	73	21712	17.511	19.468	32.803141	-116.933139		OR	3	67 SB to 8 WB	1			
1108356	8	W	11	73	21712	16.465	18.422	32.803162	-116.951001	.527	ML	3	Mollison Ave to 8 WB	1			
1108357	8	W	11	73	21712	16.465	18.422	32.803162	-116.951001		OR	2	Mollison Ave to 8 WB	1			
1108358	8	W	11	73	21712	19.11	21.067	32.81621	-116.913418	.25	ML	2	2nd St to 8 WB	1			
1108359	8	W	11	73	21712	19.11	21.067	32.81621	-116.913418		OR	2	2nd St to 8 WB	1			
1108366	8	E	11	73	66000	8.1	10.057	32.779196	-117.070373	.549	ML	4	Fairmount Ave NB/SB to 8 EB	1			
1108367	8	E	11	73	66000	8.1	10.057	32.779196	-117.070373		OR	2	Fairmount Ave NB/SB to 8 EB	1			
1108369	8	E	11	73	66000	5.899	7.856	32.778587	-117.107869		OR	1	Texas St NB to 8 EB	1			
1108371	8	E	11	73	66000	5.9	7.857	32.778588	-117.107852		OR	2	Texas St SB to 8 EB	1			
1108372	125	N	11	73	40004	14.91	16.661	32.770443	-117.001789	.194	ML	3	Campo Rd to 125 NB	1			
1108373	125	N	11	73	40004	14.91	16.661	32.770443	-117.001789		OR	2	Campo Rd to 125 NB	1			
1108374	94	E	11	73	66000	5.16	3.744	32.71801	-117.08462	.491	ML	5	Euclid Ave to 94 EB	1			
1108375	94	E	11	73	66000	5.16	3.744	32.71801	-117.08462		OR	1	Euclid Ave to 94 EB	1			
1108376	94	E	11	73	66000	2.63	1.214	32.714321	-117.126928	.367	ML	4	32nd St to 94 EB	1			
1108377	94	E	11	73	66000	2.63	1.214	32.714321	-117.126928		OR	1	32nd St to 94 EB	1			
1108378	94	E	11	73	66000	2.24	.824	32.713118	-117.133423	.313	ML	4	28th St to 94 EB	1			
1108379	94	E	11	73	66000	2.24	.824	32.713118	-117.133423		OR	1	28th St to 94 EB	1			
1108380	94	E	11	73	66000	1.87	.454	32.713024	-117.139762	.639	ML	4	25th St to 94 EB	1			
1108381	94	E	11	73	66000	1.87	.454	32.713024	-117.139762		OR	2	25th St to 94 EB	1			
1108385	8	W	11	73	21712	15.305	17.262	32.802894	-116.970932	.255	ML	4	Johnson Ave to 8 WB	1			
1108386	8	W	11	73	21712	15.305	17.262	32.802894	-116.970932		OR	2	Johnson Ave to 8 WB	1			
1108387	8	W	11	73	21712	17.51	19.467	32.803141	-116.933156	.587	ML	3	Magnolia Ave to 8 WB	1			
1108388	8	W	11	73	21712	17.51	19.467	32.803141	-116.933156		OR	1	Magnolia Ave to 8 WB	1			
1108389	8	W	11	73		20.41	22.367	32.830106	-116.898815	.2	ML	2	Greenfield Dr to 8 WB	1			
1108390	8	W	11	73		20.41	22.367	32.830106	-116.898815		OR	2	Greenfield Dr to 8 WB	1			
1108391	805	S	11	73	66000	18.555	18.406	32.782519	-117.140901	.305	ML	5	Murray Ridge Rd to 805 SB	1			
1108392	805	S	11	73	66000	18.555	18.406	32.782519	-117.140901		OR	2	Murray Ridge Rd to 805 SB	1			
1108393	805	S	11	73	66000	20.155	20.006	32.80262	-117.150601	.337	ML	5	Mesa College Dr to 805 SB	1			
1108394	805	S	11	73	66000	20.155	20.006	32.80262	-117.150601		OR	2	Mesa College Dr to 805 SB	1			
1108398	805	S	11	73	66000	22.675	22.526	32.834806	-117.170551	1.399	ML	5	Clairemont Mesa Blvd EB to 805 S	1			
1108399	805	S	11	73	66000	22.675	22.526	32.834806	-117.170551		OR	2	Clairemont Mesa Blvd EB to 805 S	1			
1108400	805	S	11	73	66000	22.655	22.506	32.834544	-117.170401		OR	2	Clairemont Mesa Blvd WB to 805 S	1			
1108401	78	W	11	73	53322	3.245	3.241	33.183081	-117.297902	.043	ML	3	College Blvd SB to 78 WB	1			
1108402	78	W	11	73	53322	3.245	3.241	33.183081	-117.297902		OR	3	College Blvd SB to 78 WB	1			
1108410	805	S	11	73	66000	24.434	24.285	32.857504	-117.184358	1.287	ML	4	Governor Dr to 805 SB	1			
1108411	805	S	11	73	66000	24.434	24.285	32.857504	-117.184358		OR	1	Governor Dr to 805 SB	1			
1108413	805	S	11	73	66000	25.939	25.79	32.875201	-117.199467	.85	ML	4	Miramar Rd to 805 SB	1			
1108414	805	S	11	73	66000	25.939	25.79	32.875201	-117.199467		OR	2	Miramar Rd to 805 SB	1			
1108415	15	N	11	73	66000	15.92	16.177	32.916739	-117.115853	.584	ML	5	Mira Mesa Blvd EB to 15 NB	1			
1108416	15	N	11	73	66000	15.92	16.177	32.916739	-117.115853		OR	2	Mira Mesa Blvd EB to 15 NB	1			
1108417	5	S	11	73	66000	16.11	16.001	32.723898	-117.156068	.498	ML	5	5th Ave to 5 SB	1			
1108418	5	S	11	73	66000	16.11	16.001	32.723898	-117.156068		OR	2	5th Ave to 5 SB	1			
1108419	8	W	11	73		21.751	23.708	32.844154	-116.882891	.67	ML	2	Los Coches Rd to 8 WB	1			
1108420	8	W	11	73		21.751	23.708	32.844154	-116.882891		OR	3	Los Coches Rd to 8 WB	1			
1108421	8	W	11	73		23.71	25.667	32.853586	-116.852901	2.5	ML	2	Lake Jennings Pk Rd NB to 8 WB	1			
1108422	8	W	11	73		23.71	25.667	32.853586	-116.852901		OR	2	Lake Jennings Pk Rd NB to 8 WB	1			
1108423	8	W	11	73	21712	14.01	15.967	32.786528	-116.978673	.652	ML	4	La Mesa Blvd to 8 WB	1			
1108424	8	W	11	73	21712	14.01	15.967	32.786528	-116.978673		OR	2	La Mesa Blvd to 8 WB	1			
1108425	15	S	11	73	66000	21.825	22.072	32.996563	-117.083689	.682	ML	5	Camino del Norte to 15 SB	1			
1108426	15	S	11	73	66000	21.825	22.072	32.996563	-117.083689		OR	3	Camino del Norte to 15 SB	1			
1108429	15	S	11	73	66000	19.02	19.267	32.95906	-117.099461	1.51	ML	5	56/Ted Williams Pkwy to 15 SB	1			
1108430	15	S	11	73	66000	19.02	19.267	32.95906	-117.099461		OR	2	56/Ted Williams Pkwy to 15 SB	1			
1108432	5	S	11	73	66000	34.303	34.161	32.952353	-117.244277		OR	2	Del Mar Heights Rd WB to 5 SB	1			
1108433	5	S	11	73	66000	34.301	34.159	32.952324	-117.244271		OR	2	Del Mar Heights Rd EB to 5 SB	1			
1108434	5	S	11	73	66000	32.805	32.663	32.930855	-117.241058	.606	ML	4	Carmel Valley Rd to 5 SB	1			
1108435	5	S	11	73	66000	32.805	32.663	32.930855	-117.241058		OR	2	Carmel Valley Rd to 5 SB	1			
1108436	5	N	11	73	66000	32.902	32.793	32.932244	-117.241031	.607	HV	1	Carmel Valley Rd to 5 NB	1			
1108437	5	N	11	73	66000	32.902	32.793	32.932244	-117.241031	.219	ML	4	Carmel Valley Rd to 5 NB	1			
1108438	5	N	11	73	66000	32.902	32.793	32.932244	-117.241031		OR	2	Carmel Valley Rd to 5 NB	1			
1108439	15	N	11	73	66000	15.006	15.263	32.903468	-117.116195	.548	ML	6	Carroll Canyon Rd to 15 NB	1			
1108440	15	N	11	73	66000	15.006	15.263	32.903468	-117.116195		OR	2	Carroll Canyon Rd to 15 NB	1			
1108441	805	N	11	73	66000	13.208	13.059	32.714775	-117.102476	.815	ML	4	Market St to 805 NB	1			
1108442	805	N	11	73	66000	13.208	13.059	32.714775	-117.102476		OR	1	Market St to 805 NB	1			
1108444	805	N	11	73	66000	12.35	12.201	32.704271	-117.094872		OR	2	Imperial Ave to 805 NB (BOS)	1			
1108445	805	N	11	73	66000	11.442	11.293	32.691156	-117.094637		OR	2	47th St to 805 NB (BOS)	1			
1108447	805	N	11	73	66000	11.438	11.289	32.6911	-117.09462		OR	2	43rd St to 805 NB (BOS)	1			
1108448	805	N	11	73	50398	10.36	10.211	32.67811	-117.084893	1.246	ML	5	Plaza Blvd to 805 NB (BOS)	1			
1108449	805	N	11	73	50398	10.36	10.211	32.67811	-117.084893		OR	2	Plaza Blvd to 805 NB (BOS)	1			
1108450	15	S	11	73	66000	17.241	17.488	32.935515	-117.111886	.846	ML	5	Mercy Rd to 15 SB	1			
1108451	15	S	11	73	66000	17.241	17.488	32.935515	-117.111886		OR	3	Mercy Rd to 15 SB	1			
1108452	5	S	11	73	66000	27.965	27.856	32.86542	-117.229933	.856	ML	4	Nobel Dr to 5 SB	1			
1108453	5	S	11	73	66000	27.965	27.856	32.86542	-117.229933		OR	3	Nobel Dr to 5 SB	1			
1108455	15	N	11	73	66000	14.284	14.541	32.893162	-117.114866		OR	1	Pomerado Rd to 15 NB	1			
1108459	5	S	11	73	53322	52.407	52.265	33.191265	-117.363271	.933	ML	4	Oceanside Blvd to 5 SB	1			
1108460	5	S	11	73	53322	52.407	52.265	33.191265	-117.363271		OR	2	Oceanside Blvd to 5 SB	1			
1108461	5	S	11	73	53322	51.435	51.293	33.179734	-117.353651	.848	ML	4	Cassidy St to 5 SB	1			
1108462	5	S	11	73	53322	51.435	51.293	33.179734	-117.353651		OR	1	Cassidy St to 5 SB	1			
1108463	5	S	11	73	11194	50.71	50.568	33.17092	-117.346811	.672	ML	4	Las Flores Dr to 5 SB	1			
1108464	5	S	11	73	11194	50.71	50.568	33.17092	-117.346811		OR	1	Las Flores Dr to 5 SB	1			
1108465	15	S	11	73	66000	8.335	8.506	32.809891	-117.114185	.4	ML	4	Aero Dr to 15 SB	1			
1108466	15	S	11	73	66000	8.335	8.506	32.809891	-117.114185		OR	3	Aero Dr to 15 SB	1			
1108467	8	W	11	73		23.61	25.567	32.853795	-116.854603		OR	2	Lake Jennings Pk Rd SB to 8 WB	1			
1108468	5	S	11	73	66000	36.277	36.135	32.979922	-117.253241	1.076	ML	4	Via de la Valle WB to 5 SB	1			
1108469	5	S	11	73	66000	36.277	36.135	32.979922	-117.253241		OR	2	Via de la Valle WB to 5 SB	1			
1108471	5	S	11	73	66000	37.403	37.261	32.995955	-117.25672	.902	ML	4	Lomas Santa Fe Dr WB to 5 SB	1			
1108472	5	S	11	73	66000	37.403	37.261	32.995955	-117.25672		OR	2	Lomas Santa Fe Dr WB to 5 SB	1			
1108473	5	S	11	73	22678	38.581	38.439	33.010643	-117.265228	.559	ML	4	Manchester Ave to 5 SB	1			
1108474	5	S	11	73	22678	38.581	38.439	33.010643	-117.265228		OR	2	Manchester Ave to 5 SB	1			
1108475	5	S	11	73	22678	39.827	39.685	33.02625	-117.274915	.712	ML	4	Birmingham Dr to 5 SB	1			
1108476	5	S	11	73	22678	39.827	39.685	33.02625	-117.274915		OR	2	Birmingham Dr to 5 SB	1			
1108477	5	S	11	73	22678	40.625	40.483	33.036347	-117.281649	.85	ML	4	Santa Fe Dr to 5 SB	1			
1108478	5	S	11	73	22678	40.625	40.483	33.036347	-117.281649		OR	2	Santa Fe Dr to 5 SB	1			
1108479	5	S	11	73	22678	41.527	41.385	33.048438	-117.287351	.702	ML	4	Encinitas Blvd to 5 SB	1			
1108480	5	S	11	73	22678	41.527	41.385	33.048438	-117.287351		OR	2	Encinitas Blvd to 5 SB	1			
1108483	163	S	11	73	66000	8.71	8.112	32.831074	-117.141731		OR	2	Clairemont Mesa Blvd EB to 163 S	1			
1108484	163	S	11	73	66000	8.049	7.451	32.82234	-117.146531	.284	ML	4	Balboa Ave/Mercury to 163 SB	1			
1108485	163	S	11	73	66000	8.049	7.451	32.82234	-117.146531		OR	3	Balboa Ave/Mercury to 163 SB	1			
1108486	163	S	11	73	66000	7.833	7.235	32.8195	-117.148074	.36	ML	4	Mercury/Armour to 163 SB	1			
1108487	163	S	11	73	66000	7.833	7.235	32.8195	-117.148074		OR	2	Mercury/Armour to 163 SB	1			
1108488	15	S	11	73	66000	18.243	18.49	32.949039	-117.10554		OR	2	Rho Penasquitos Rd to 15 SB	1			
1108489	15	S	11	73	66000	18.245	18.492	32.949064	-117.105522	.655	ML	5	Poway Rd to 15 SB	1			
1108490	15	S	11	73	66000	18.245	18.492	32.949064	-117.105522		OR	2	Poway Rd to 15 SB	1			
